,Tags_Will revert after reading the email,Total Time Spent on Website,Last Notable Activity_SMS Sent,Lead Profile_Potential Lead,Lead Origin_Lead Add Form,Last Activity_SMS Sent,What is your current occupation_Working Professional,Lead Profile_Unspecified,Lead Source_Reference,Tags_Interested in other courses,Tags_Ringing,What is your current occupation_Unemployed,Tags_Closed by Horizzon,Last Notable Activity_Modified,Last Activity_Olark Chat Conversation,Do Not Email_Yes,Tags_Not doing further education,Lead Source_Welingak Website,TotalVisits,Specialization_Unspecified,Last Activity_Converted to Lead,Lead Source_Direct Traffic,Lead Source_Facebook,Tags_switched off,Last Notable Activity_Email Marked Spam,Specialization_Services Excellence,Tags_Shall take in the next coming month,Lead Origin_Lead Import,Lead Profile_Lateral Student,Tags_In confusion whether part time or DLP,What is your current occupation_Housewife,Lead Source_bing,Last Activity_Page Visited on Website,Tags_Lateral student,Lead Origin_Landing Page Submission,Last Activity_Unsubscribed,Lead Source_Others,Last Notable Activity_Email Bounced,Specialization_Operations Management,Page Views Per Visit,Tags_invalid number,Lead Origin_Quick Add Form,What is your current occupation_Other,Last Activity_Email Link Clicked,Last Activity_Visited Booth in Tradeshow,Tags_Interested in Next batch,Lead Source_Referral Sites,Tags_Still Thinking,Last Activity_Email Bounced,Tags_Recognition issue (DEC approval),City_Unspecified,How did you hear about X Education_Multiple Sources,Tags_Graduation in progress,Tags_Lost to Others,Tags_Busy,Last Activity_Resubscribed to emails,Lead Source_Pay per Click Ads,Specialization_Human Resource Management,City_Other Metro Cities,Last Notable Activity_Unreachable,Last Notable Activity_Email Opened,Last Activity_View in browser link Clicked,Specialization_E-COMMERCE,Tags_Interested  in full time MBA,Lead Source_Olark Chat,Lead Source_WeLearn,Specialization_Business Administration,Lead Source_Press_Release,Last Notable Activity_View in browser link Clicked,City_Other Cities,What matters most to you in choosing a course_Flexibility & Convenience,Tags_Diploma holder (Not Eligible),Tags_wrong number given,Lead Profile_Student of SomeSchool,Last Activity_Unreachable,A free copy of Mastering The Interview_Yes,City_Other Cities of Maharashtra,How did you hear about X Education_Email,Last Activity_Email Marked Spam,Last Activity_Form Submitted on Website,Converted
1147,0,-0.8119863912304364,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,-0.3838613628579513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3714,1,0.8500458752193021,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6185,0,-0.43980792541732255,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1726516944229551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7949933014211268,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1876,0,0.22609962370908196,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.1726516944229551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9057,0,-0.2847335646618585,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.3838613628579513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3595,0,1.4666945097527944,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.7291647517038615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7591818442385492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8243,0,-0.36500735140586343,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.45090822306340833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1105,0,-0.8539476888466208,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,-0.6621178914984045,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,1,1.4192599994040642,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
667,1,0.005346710163068399,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,-0.6621178914984045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5967,1,0.8208554073123911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.45090822306340833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8433,1,-0.8904357737302593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9403744201388577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4351,0,-0.5437989673356926,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.285677808984768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3946,0,-0.38507579809186465,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.45090822306340833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8907,0,-0.8904357737302593,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,0,-0.8904357737302593,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4289,1,-0.8904357737302593,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.9403744201388577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6216,0,-0.8904357737302593,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,0,-0.7225905832655217,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.45090822306340833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8347,0,-0.38325139384768275,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3988,0,0.4577989627201871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3838613628579513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3261,1,-0.8904357737302593,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5170,0,0.5763852385920125,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.511730038108394,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.029387902687769175,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,-0.507310882452054,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.3838613628579513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,1.2952005107996931,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3128990300124157,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9177,0,-0.8904357737302593,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6103,0,1.3608790635902426,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.45090822306340833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2492,1,1.3937183399855173,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7291647517038615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5451,0,0.7624744714985694,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-0.3838613628579513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,0,0.6365905786500162,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.3838613628579513,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,0,-0.5127840951845998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0074212803443148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5539461657167712,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,0,-0.7554298596607965,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.1726516944229551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7949933014211268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5227,0,-0.12053718268548479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.3838613628579513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1360,0,0.8828851516145768,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.3838613628579513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
931,0,0.771596492719479,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8444,0,-0.17526931001094267,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.45090822306340833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3303,0,1.2477660004509628,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.6621178914984045,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3464,0,1.1747898306836857,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.1726516944229551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6591,1,1.5871051898688018,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7137,0,-0.5839358607076951,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.45090822306340833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6076,1,1.1729654264395037,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7291647517038615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7591818442385492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
68,0,-0.8904357737302593,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.9403744201388577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7420,0,-0.5748138394867854,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0.1726516944229551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6984,0,1.6363641044617139,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.1726516944229551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7878,1,1.2879028938229653,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1726516944229551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8684,0,-0.8904357737302593,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,0,-0.8904357737302593,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8607,1,1.3700010848111521,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.3838613628579513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
8669,0,-0.18621573547603426,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.7291647517038615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7591818442385492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4483,0,-0.8904357737302593,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209,0,-0.4416323296615045,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.1726516944229551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1146,0,0.9595101298702179,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-0.3838613628579513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080,0,-0.47994481878932505,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.6621178914984045,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899,0,-0.33034367076640675,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.8421908662656745,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7626,0,2.0979383782397423,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.5639343376252213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2054646584646824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5844,0,-0.8904357737302593,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048,0,-0.6076531158820602,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1.8421908662656745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.2770875728298379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3052,0,-0.3467633089640441,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.3838613628579513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,0,-0.4653495848358696,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,-0.6621178914984045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.6512895128050066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,0,-0.6313703710564252,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.398703923546581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7949933014211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2037,0,1.0525547463234963,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1726516944229551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1691952413962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5657,0,0.00899551865143226,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3128990300124157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8085,0,1.0744475972536796,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.1056048342174981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,1,-0.8904357737302593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8882,0,-0.8904357737302593,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,-0.5127840951845998,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.45090822306340833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07185189430806015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2963,0,-0.8904357737302593,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,-0.9403744201388577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1333837842137178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,1,-0.5985310946611505,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.1056048342174981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3128990300124157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
